agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd
USGS,3171000,263,1983-07-29,,Yes,w,USGS,1.8,906,Fair,,,,NONE
USGS,3171000,264,1983-09-09,,Yes,h,USGS,1.8,853,Good,,,,NONE
USGS,3171000,265,1983-09-09,,Yes,h,USGS,1.8,806,Good,,,,NONE
USGS,3171000,266,1983-09-09,,Yes,h,USGS,1.8,820,Fair,,,,NONE
USGS,3171000,267,1983-10-13,,Yes,w/hh,USGS,3.47,6340,Good,,,,NONE
USGS,3171000,268,1984-01-04,,Yes,w/hh,USGS,3.71,6800,Good,,,,NONE
USGS,3171000,269,1984-04-19,,Yes,w/hh,USGS,3.86,8170,Good,,,,NONE
USGS,3171000,270,1984-08-09,,Yes,w,USGS,1.79,887,Good,,,,NONE
USGS,3171000,271,1984-08-09,,Yes,w,USGS,1.79,860,Good,,,,NONE
USGS,3171000,272,1984-10-22,,Yes,b,USGS,2.06,1460,Good,,,,NONE
USGS,3171000,273,1984-10-22,,Yes,b,USGS,2.06,1390,Good,,,,NONE
USGS,3171000,274,1985-02-28,,Yes,hh/b,USGS,3.68,7480,Good,,,,NONE
USGS,3171000,275,1985-04-12,,Yes,b/hh,USGS,3.44,6320,Good,,,,NONE
USGS,3171000,276,1985-08-07,,Yes,hh,USGS,1.8,903,Good,,,,NONE
USGS,3171000,277,1985-08-07,,Yes,hh,USGS,1.8,912,Good,,,,NONE
USGS,3171000,278,1985-10-11,,Yes,hh,USGS,1.88,989,Good,,,,NONE
USGS,3171000,279,1985-10-11,,Yes,hh,USGS,1.9,1110,Good,,,,NONE
USGS,3171000,280,1986-01-15,,Yes,hh/b,USGS,3.26,5360,Good,,,,NONE
USGS,3171000,281,1986-04-16,,Yes,hh/b,USGS,3.72,7340,Good,,,,NONE
USGS,3171000,282,1986-10-30,,Yes,b,USGS,2.02,1450,Fair,,,,NONE
USGS,3171000,283,1986-10-30,,Yes,b,USGS,2.02,1320,Fair,,,,NONE
USGS,3171000,284,1987-02-12,,Yes,hh/b,USGS,3.8,8480,Good,,,,NONE
USGS,3171000,285,1987-07-23,,Yes,b,USGS,1.91,1210,Good,,,,NONE
USGS,3171000,286,1987-07-23,,Yes,b,USGS,1.91,1060,Good,,,,NONE
USGS,3171000,287,1987-12-10,,Yes,hh,USGS,2.05,1480,Good,,,,NONE
USGS,3171000,288,1987-12-10,,Yes,hh,USGS,2.05,1540,Good,,,,NONE
USGS,3171000,289,1988-02-29,,Yes,hh/b,USGS,3.29,5870,Good,,,,NONE
USGS,3171000,290,1988-08-04,,Yes,hh,USGS,1.74,833,Good,,,,NONE
USGS,3171000,291,1988-08-04,,Yes,hh,USGS,1.74,851,Fair,,,,NONE
USGS,3171000,292,1988-10-12,,Yes,hh,USGS,1.77,787,Good,,,,NONE
USGS,3171000,293,1988-10-12,,Yes,hh,USGS,1.77,926,Good,,,,NONE
USGS,3171000,294,1989-01-25,,Yes,hh/b,USGS,3.47,6960,Good,,,,NONE
USGS,3171000,295,1989-04-18,,Yes,hh/h,USGS,3.43,6580,Good,,,,NONE
USGS,3171000,296,1989-08-22,,Yes,hh,USGS,1.9,1010,Good,,,,NONE
USGS,3171000,297,1989-08-22,,Yes,hh,USGS,1.9,981,Fair,,,,NONE
USGS,3171000,298,1989-10-11,,Yes,mre/hh,USGS,2.55,2780,Fair,,,,NONE
USGS,3171000,299,1990-02-15,,Yes,mre/hh,USGS,3.94,8750,Good,,,,NONE
USGS,3171000,300,1990-05-31,,Yes,mre/hh,USGS,4.12,9020,Good,,,,NONE
USGS,3171000,301,1990-08-29 9:50:00,EDT,Yes,HGH,USGS,1.89,952,Good,0,0.8,Clear,NONE
USGS,3171000,302,1990-08-29 9:50:00,EDT,Yes,MRE,USGS,1.89,960,Fair,0,0.7,Clear,NONE
USGS,3171000,303,1990-10-16 10:30:00,EDT,Yes,HGH/MRE,USGS,3.2,5030,Good,0.14,1.3,Clear,NONE
USGS,3171000,304,1991-04-01 10:15:00,EST,Yes,HGH/MRE,USGS,4.8,10700,Good,0,1,Clear,NONE
USGS,3171000,305,1991-04-15 11:05:00,EDT,Yes,HGH/MRE,USGS,3.11,4880,Good,0,0.9,Clear,NONE
USGS,3171000,306,1991-05-31 10:00:00,EDT,Yes,HGH/MRE,USGS,2.98,4010,Fair,-0.01,1.3,Clear,NONE
USGS,3171000,307,1991-08-30 9:30:00,EDT,Yes,HGH,USGS,1.92,1010,Good,0,0.5,Clear,NONE
USGS,3171000,308,1991-08-30 9:30:00,EDT,Yes,DWA,USGS,1.92,942,Good,0,0.5,Clear,NONE
USGS,3171000,309,1991-10-09 10:15:00,EDT,Yes,HGH,USGS,2.03,1210,Good,0.08,0.7,Clear,NONE
USGS,3171000,310,1991-10-09 10:15:00,EDT,Yes,DWA,USGS,2.03,1140,Good,0.08,0.7,Clear,NONE
USGS,3171000,311,1992-01-17 10:35:00,EST,Yes,MRE/HGH,USGS,3.63,7400,Fair,-0.47,0.9,Clear,NONE
USGS,3171000,312,1992-04-10 10:05:00,EDT,Yes,HGH/DWA,USGS,3.83,7960,Fair,0.03,1,Clear,NONE
USGS,3171000,313,1992-08-25 8:10:00,EDT,Yes,HGH,USGS,2.36,2280,Good,0,0.7,Clear,NONE
USGS,3171000,314,1992-08-25 8:15:00,EDT,Yes,DWA,USGS,2.36,2160,Fair,0,0.8,Clear,NONE
USGS,3171000,315,1992-10-09 10:15:00,EDT,Yes,HGH/DWA,USGS,3.21,5400,Good,0.15,0.9,Clear,NONE
USGS,3171000,316,1993-01-11 10:30:00,EST,Yes,HGH/DWA,USGS,3.97,8640,Fair,0.02,1.1,Clear,NONE
USGS,3171000,317,1993-04-02 10:20:00,EST,Yes,HGH/DWA,USGS,4.81,12300,Good,-0.25,0.9,Clear,NONE
USGS,3171000,318,1993-08-17 9:10:00,EDT,Yes,HGH/MRE,USGS,2.33,2110,Fair,0,0.3,Clear,NONE
USGS,3171000,319,1993-10-13 8:55:00,EDT,Yes,MRE,USGS,1.96,1120,Fair,0.09,0.7,Clear,NONE
USGS,3171000,320,1993-10-13 8:55:00,EDT,Yes,DWA,USGS,1.96,1130,Good,0.1,0.8,Clear,NONE
USGS,3171000,321,1994-01-27 10:15:00,EST,Yes,MRE/HGH,USGS,3.91,8940,Fair,0,0.8,Clear,NONE
USGS,3171000,322,1994-04-20 10:40:00,EDT,Yes,MRE/HGH,USGS,3.16,5200,Fair,0.03,,Clear,NONE
USGS,3171000,323,1994-08-19 10:30:00,EDT,Yes,DWA/MRE,USGS,5.82,14800,Good,-0.3,0.9,Clear,NONE
USGS,3171000,324,1994-10-12 10:05:00,EDT,Yes,HGH/MRE,USGS,2.46,2520,Fair,0.01,1.2,,NONE
USGS,3171000,325,1994-12-29 10:05:00,EST,Yes,MRE,USGS,4.02,8810,Good,0.03,1.1,Clear,NONE
USGS,3171000,326,1995-07-11 10:20:00,EDT,Yes,MRE/HGH,USGS,2.58,2560,Fair,0,0.9,Clear,NONE
USGS,3171000,327,1995-10-11 10:00:00,EDT,Yes,HGH/DWA,USGS,2.62,2970,Good,0.01,0.8,Clear,NONE
USGS,3171000,328,1996-04-05 9:20:00,EST,Yes,HGH/DWA,USGS,3.91,8810,Fair,0.03,0.9,Clear,NONE
USGS,3171000,329,1996-07-29 10:25:00,EDT,Yes,HGH/DWA,USGS,2.43,2300,Fair,0.07,0.8,Clear,NONE
USGS,3171000,330,1996-10-23 10:05:00,EDT,Yes,DWA/MRE,USGS,3.18,5000,Fair,0.53,1,Clear,NONE
USGS,3171000,331,1997-01-23 9:20:00,EST,Yes,HGH/MRE,USGS,4.02,8410,Good,0.03,1.2,Clear,NONE
USGS,3171000,332,1997-04-25 10:30:00,EDT,Yes,DWA/HGH,USGS,3.65,7560,Fair,-0.06,1,Clear,NONE
USGS,3171000,333,1997-08-29 10:30:00,EDT,Yes,HGH/DWA,USGS,1.95,1010,Fair,0,1.1,Clear,NONE
USGS,3171000,334,1997-11-20 10:45:00,EST,Yes,MRE/DWA,USGS,2.07,1550,Good,0.02,1.1,Clear,NONE
USGS,3171000,335,1998-02-24 10:20:00,EST,Yes,DWA/MRE,USGS,4.24,10300,Good,0.02,1,Clear,NONE
USGS,3171000,336,1998-05-28 9:00:00,EDT,Yes,DWA/MRE,USGS,4.51,10800,Good,0,1.1,DebrisLight,NONE
USGS,3171000,337,1998-08-20 10:55:00,EDT,Yes,DWA/MRE,USGS,2.39,2100,Fair,-0.01,1.1,Clear,NONE
USGS,3171000,338,1998-11-19 9:40:00,EST,Yes,HGH,USGS,2.14,1790,Fair,0,0.8,Clear,NONE
USGS,3171000,339,1998-11-19 9:45:00,EST,Yes,MRE,USGS,2.14,1610,Fair,0,0.8,Clear,NONE
USGS,3171000,340,1999-02-26 10:30:00,EST,Yes,DWA,USGS,3.89,8320,Good,0.02,1,Clear,NONE
USGS,3171000,341,1999-04-13 10:25:00,EDT,Yes,MRE,USGS,3.75,7720,Fair,0.18,0.9,Clear,NONE
USGS,3171000,342,1999-05-26 11:25:00,EDT,Yes,DWA,USGS,2.02,1540,Poor,-0.01,0.8,Clear,NONE
USGS,3171000,343,1999-07-09 9:00:00,EDT,Yes,DWA,USGS,2.03,1370,Good,0.04,0.8,Clear,NONE
USGS,3171000,344,1999-07-09 9:00:00,EDT,Yes,HGH,USGS,2.03,1420,Fair,0.04,0.9,Clear,NONE
USGS,3171000,345,1999-08-31 9:35:00,EDT,Yes,HGH,USGS,1.84,1200,Fair,0,0.8,Clear,NONE
USGS,3171000,346,1999-08-31 9:35:00,EDT,Yes,MRE,USGS,1.84,1030,Good,0,0.8,Clear,NONE
USGS,3171000,347,1999-10-08 10:45:00,EDT,Yes,HGH,USGS,1.87,1100,Fair,0.02,0.9,Clear,NONE
USGS,3171000,348,1999-10-08 10:45:00,EDT,Yes,MRE,USGS,1.87,1070,Fair,0.02,0.8,Clear,NONE
USGS,3171000,349,2000-01-07 11:00:00,EST,Yes,DWA,USGS,1.83,807,Fair,-0.01,0.5,Clear,NONE
USGS,3171000,350,2000-04-19 9:45:00,EDT,Yes,DWA/HGH,USGS,4.71,11800,Fair,-0.01,1,Clear,NONE
USGS,3171000,351,2000-06-08 9:50:00,EDT,Yes,HGH/MRE,USGS,2.29,2050,Fair,0.07,1.1,Clear,NONE
USGS,3171000,352,2000-07-19 10:25:00,EDT,Yes,DWA/HGH,USGS,1.88,960,Fair,0,0.5,Clear,NONE
USGS,3171000,353,2000-08-21 9:05:00,EDT,Yes,DWA,USGS,1.89,972,Fair,-0.01,0.8,Clear,NONE
USGS,3171000,354,2000-10-05 9:15:00,EDT,Yes,HGH,USGS,2.03,1450,Fair,-0.03,0.8,Clear,NONE
USGS,3171000,355,2000-11-16 9:00:00,EST,Yes,HGH/MRE,USGS,2.21,1920,Fair,0.07,0.4,Clear,NONE
USGS,3171000,356,2001-01-02 10:55:00,EST,Yes,DWA/HGH,USGS,2.32,2010,Fair,-0.51,1.8,Clear,NONE
USGS,3171000,357,2001-02-23 9:50:00,EST,Yes,DWA/HGH,USGS,3.3,5990,Good,-0.23,0.9,Clear,NONE
USGS,3171000,358,2001-03-12 12:15:00,EST,Yes,DWA,USGS,2.02,1460,Good,-0.17,0.8,Clear,NONE
USGS,3171000,359,2001-04-05 10:25:00,EDT,Yes,DWA,USGS,3.85,8790,Good,0.01,0.5,Clear,NONE
USGS,3171000,360,2001-06-04 11:25:00,EDT,Yes,DWA,USGS,2.71,3510,Fair,0.05,0.3,Clear,NONE
USGS,3171000,361,2001-07-13 11:10:00,EDT,Yes,DWA,USGS,2.23,1740,Fair,0.05,0.6,Clear,NONE
USGS,3171000,362,2001-08-24 10:45:00,EDT,Yes,DWA,USGS,2.05,1400,Fair,0.01,0.7,VegetationLight,NONE
USGS,3171000,363,2001-10-09 9:50:00,EDT,Yes,HGH/MRE,USGS,1.98,1180,Good,-0.06,0.6,Clear,NONE
USGS,3171000,364,2002-01-14 12:15:00,EST,Yes,DWA,USGS,2.09,1430,Fair,-0.11,0.5,Clear,NONE
USGS,3171000,365,2002-02-28 11:25:00,EST,Yes,HGH,USGS,2.16,1750,Good,-0.28,0.8,Clear,NONE
USGS,3171000,366,2002-04-03 10:12:00,EST,Yes,DWA,USGS,3.28,5490,Fair,-0.13,0.3,Clear,NONE
USGS,3171000,367,2002-05-10 11:00:00,EDT,Yes,DWA,USGS,2.73,3520,Fair,0.01,0.5,Clear,NONE
USGS,3171000,368,2002-07-12 11:10:00,EDT,Yes,DWA,USGS,2.18,1790,Good,0,0.7,Clear,NONE
USGS,3171000,369,2002-08-16 9:00:00,EDT,Yes,HGH,USGS,1.69,796,Good,-0.01,0.8,Clear,NONE
USGS,3171000,370,2002-10-08 9:15:00,EDT,Yes,DWA,USGS,1.79,923,Good,-0.01,0.6,Clear,NONE
USGS,3171000,371,2003-01-10 10:00:00,EST,Yes,DWA,USGS,3.41,6280,Good,0.02,0.4,Clear,NONE
USGS,3171000,372,2003-02-24 9:55:00,EST,Yes,DWA,USGS,7.26,22100,Fair,0.01,0.4,Unspecifed,NONE
USGS,3171000,373,2003-05-13 9:00:00,EDT,Yes,DWA,USGS,2.75,3840,Good,0.03,0.7,Clear,NONE
USGS,3171000,374,2003-08-11 11:40:00,EDT,Yes,DWA,USGS,4.25,9160,Good,0,0.7,Clear,NONE
USGS,3171000,375,2003-11-12 10:25:00,EST,Yes,DWA,USGS,3.14,4640,Fair,0.06,0.8,Clear,NONE
USGS,3171000,376,2003-11-20 12:20:00,EST,Yes,DWA,USGS,13.78,47600,Excellent,-0.1,0.6,Clear,NONE
USGS,3171000,377,2004-01-16 10:15:00,EST,Yes,DWA,USGS,4.03,8840,Good,-0.02,0.3,Clear,NONE
USGS,3171000,378,2004-02-23 10:30:00,EST,Yes,DWA,USGS,4.14,9570,Fair,0,0.3,Clear,NONE
USGS,3171000,379,2004-04-13 13:20:00,EDT,Yes,DWA,USGS,4.82,12400,Good,0.01,0.3,Clear,NONE
USGS,3171000,380,2004-05-24 10:05:00,EDT,Yes,DWA,USGS,2.16,1630,Good,0.06,0.4,Clear,NONE
USGS,3171000,381,2004-06-29 10:25:00,EDT,Yes,DWA,USGS,3.01,3720,Fair,0.02,0.7,DebrisLight,NONE
USGS,3171000,382,2004-08-27 10:45:00,EDT,Yes,DWA,USGS,2.06,1090,Fair,-0.02,0.5,Clear,NONE
USGS,3171000,383,2004-10-18 10:15:00,EDT,Yes,DWA,USGS,2.29,1870,Fair,0,1,Clear,NONE
USGS,3171000,384,2004-11-17 11:00:00,EST,Yes,DWA,USGS,2.84,3690,Good,0.02,0.3,Clear,NONE
USGS,3171000,385,2005-01-13 9:40:00,EST,Yes,DWA,USGS,2.5,2630,Fair,0.01,0.3,Clear,NONE
USGS,3171000,386,2005-02-23 9:50:00,EST,Yes,DWA,USGS,3.56,7090,Good,0.01,0.3,Clear,NONE
USGS,3171000,387,2005-04-07 11:25:00,EDT,Yes,DWA,USGS,3.96,8950,Good,0,0.3,Clear,NONE
USGS,3171000,388,2005-05-09 11:10:00,EDT,Yes,DWA,USGS,2.46,2470,Good,-0.01,0.3,Clear,NONE
USGS,3171000,389,2005-07-11 9:40:00,EDT,Yes,DWA,USGS,2.55,2540,Fair,-0.01,0.3,Clear,NONE
USGS,3171000,390,2005-08-15 11:10:00,EDT,Yes,DWA,USGS,2.27,1640,Fair,0,0.5,DebrisLight,NONE
USGS,3171000,391,2005-11-09 11:10:00,EST,Yes,DWA,USGS,1.97,1110,Fair,0,0.7,Clear,NONE
USGS,3171000,392,2006-01-04 10:30:00,EST,Yes,DWA,USGS,2.98,4480,Good,0.06,0.3,Clear,NONE
USGS,3171000,393,2006-02-06 11:30:00,EST,Yes,DWA,USGS,3.52,6750,Good,-0.02,0.3,Clear,NONE
USGS,3171000,394,2006-04-05 11:30:00,EDT,Yes,DWA,USGS,3.07,4900,Good,0,0.3,Clear,NONE
USGS,3171000,395,2006-05-26 10:50:00,EDT,Yes,DWA,USGS,2.12,1520,Good,0,0.5,Clear,NONE
USGS,3171000,396,2006-07-20 11:05:00,EDT,Yes,DWA,USGS,2.39,2070,Good,0,0.4,Clear,NONE
USGS,3171000,397,2006-10-03 11:25:00,EDT,Yes,DWA,USGS,2.16,1570,Fair,0.06,0.6,Clear,NONE
USGS,3171000,398,2006-11-06 12:05:00,EST,Yes,DWA,USGS,2.9,3990,Good,-0.07,0.6,Clear,NONE
USGS,3171000,399,2007-01-03 11:20:00,EST,Yes,DWA,USGS,4.5,10900,Good,0,0.3,Clear,NONE
USGS,3171000,400,2007-02-27 11:30:00,EST,Yes,DWA,USGS,3.51,6550,Good,0,0.2,Clear,NONE
USGS,3171000,401,2007-04-02 10:51:00,EDT,Yes,DWA,USGS,4.03,9360,Good,-0.14,0.3,Clear,NONE
USGS,3171000,402,2007-05-22 9:54:00,EDT,Yes,DWA,USGS,2.2,1920,Good,0.02,0.4,Clear,NONE
USGS,3171000,403,2007-07-09 11:09:00,EDT,Yes,DWA,USGS,1.95,1160,Good,0,0.6,Clear,NONE
USGS,3171000,404,2007-08-20 13:02:00,EDT,Yes,DWA,USGS,1.86,1030,Good,0.05,0.6,Clear,NONE
USGS,3171000,405,2007-10-01 9:51:00,EDT,Yes,DWA,USGS,1.73,854,Fair,-0.02,0.8,Clear,NONE
USGS,3171000,406,2007-11-27 12:48:00,EST,Yes,DWA,USGS,1.86,1010,Fair,-0.03,0.3,Clear,NONE
USGS,3171000,407,2008-01-16 11:36:00,EST,Yes,DWA,USGS,2.55,3040,Good,-0.06,0.4,Clear,NONE
USGS,3171000,408,2008-02-19 11:10:00,EST,Yes,DWA,USGS,2.88,4120,Fair,-0.07,0.3,Clear,NONE
USGS,3171000,409,2008-05-16 12:11:00,EDT,Yes,DWA,USGS,3.08,4900,Good,-0.03,0.2,Clear,NONE
USGS,3171000,410,2008-07-15 11:54:00,EDT,Yes,DWA,USGS,2.11,1630,Good,-0.03,0.6,Clear,NONE
USGS,3171000,411,2008-08-12 11:21:00,EDT,Yes,DWA,USGS,1.76,842,Poor,0,1,Clear,NONE
USGS,3171000,412,2008-10-01 12:06:00,EDT,Yes,DWA,USGS,2.26,2030,Fair,0,0.4,Clear,NONE
USGS,3171000,413,2008-11-19 11:57:00,EST,Yes,DWA,USGS,2.02,1430,Fair,-0.06,0.7,Clear,NONE
USGS,3171000,414,2009-01-14 10:30:00,EST,Yes,DWA,USGS,3.51,7110,Good,0,0.2,Clear,NONE
USGS,3171000,415,2009-02-06 10:28:00,EST,Yes,DWA,USGS,2.84,4710,Unspecified,0.03,0.3,Clear,NONE
USGS,3171000,416,2009-03-26 9:40:00,EDT,Yes,DWA,USGS,2.86,4870,Unspecified,0.05,0.3,Clear,NONE
USGS,3171000,417,2009-05-15 13:15:00,EDT,Yes,DWA,USGS,3,4030,Good,-0.05,0.3,Clear,NONE
USGS,3171000,418,2009-07-21 11:49:00,EDT,Yes,DWA,USGS,2.58,2740,Good,0,0.4,Clear,NONE
USGS,3171000,419,2009-08-28 9:30:00,EDT,Yes,DWA,USGS,2.28,2010,Fair,0.03,0.9,Clear,NONE
USGS,3171000,420,2009-10-06 13:01:00,EDT,Yes,DWA,USGS,2.26,1980,Good,-0.03,0.4,Clear,NONE
USGS,3171000,421,2009-11-19 13:04:30,EST,Yes,DWA,USGS,3.6,7230,Good,0,0.3,Clear,NONE
USGS,3171000,422,2010-01-27 14:09:30,EST,Yes,DWA,USGS,5.3,14200,Good,-0.04,0.1,Clear,NONE
USGS,3171000,423,2010-03-12 13:47:30,EST,Yes,DWA,USGS,4.02,9330,Good,0,0.2,Clear,NONE
USGS,3171000,424,2010-04-06 10:04:47,EDT,Yes,DWA,USGS,3.63,7570,Good,0,0.2,Clear,NONE
USGS,3171000,425,2010-05-19 13:13:30,EDT,Yes,DWA,USGS,3.34,5790,Good,-0.03,0.2,Clear,NONE
USGS,3171000,426,2010-07-07 9:59:03,EDT,Yes,DWA,USGS,2,1270,Good,0,0.3,Clear,NONE
USGS,3171000,427,2010-08-25 10:08:46,EDT,Yes,DWA,USGS,2.48,2570,Good,0.01,0.3,Clear,NONE
USGS,3171000,428,2010-10-01 11:30:00,EDT,Yes,DWA,USGS,2.53,2710,Fair,0,0.2,Clear,NONE
USGS,3171000,429,2010-11-18 9:52:00,EST,Yes,DWA,USGS,2.27,2270,Good,0,0.3,Clear,NONE
USGS,3171000,430,2011-01-03 15:34:38,EST,Yes,DWA,USGS,2.03,1470,Good,0,0.2,Clear,NONE
USGS,3171000,431,2011-04-04 11:16:01,EDT,Yes,DWA,USGS,3.17,5620,Good,0,0.2,Clear,NONE
USGS,3171000,432,2011-05-06 11:18:52,EDT,Yes,DWA,USGS,2.63,3200,Good,-0.01,0.3,Clear,NONE
USGS,3171000,433,2011-06-22 14:06:31,EDT,Yes,DWA,USGS,2.5,2600,Good,0.01,0.2,Clear,NONE
USGS,3171000,434,2011-08-29 11:53:52,EDT,Yes,DWA/JGP,USGS,1.94,1210,Fair,0,0.4,Clear,NONE
USGS,3171000,435,2011-10-06 12:15:26,EDT,Yes,DWA/JGP,USGS,1.99,1130,Poor,-0.01,0.5,Clear,NONE
USGS,3171000,437,2011-12-08 13:18:15,EST,Yes,DWA,USGS,9.74,30100,Good,-0.05,0.3,Unspecifed,NONE
USGS,3171000,438,2012-01-05 8:57:00,EST,Yes,DWA,USGS,3.42,6540,Good,0.18,0.2,Clear,NONE
USGS,3171000,439,2012-02-14 12:45:19,EST,Yes,DWA,USGS,2.6,3170,Good,-0.03,0.2,Clear,NONE
USGS,3171000,440,2012-04-05 10:25:31,EDT,Yes,DWA,USGS,3.32,5960,Good,0,0.4,Clear,NONE
USGS,3171000,441,2012-05-18 10:40:09,EDT,Yes,DWA,USGS,3.28,5730,Good,-0.03,0.2,Clear,NONE
USGS,3171000,442,2012-07-05 12:54:13,EDT,Yes,DWA,USGS,2.66,3120,Fair,-0.01,0.2,Clear,NONE
USGS,3171000,443,2012-08-15 12:04:39,EDT,Yes,DWA,USGS,2.14,1660,Fair,0,0.2,Clear,NONE
USGS,3171000,444,2012-10-04 13:38:00,EDT,Yes,DWA,USGS,3.18,5580,Fair,-0.03,0.2,Clear,NONE
USGS,3171000,445,2012-11-09 11:35:30,EST,Yes,DWA,USGS,3.03,5030,Good,0.01,0.3,Clear,NONE
USGS,3171000,446,2013-01-07 9:46:30,EST,Yes,DWA,USGS,2.48,2780,Good,0,0.3,Clear,NONE
USGS,3171000,447,2013-01-31 13:27:00,EST,Yes,DWA,USGS,21.03,82500,Fair,-0.02,0.1,Clear,NONE
USGS,3171000,448,2013-02-27 13:30:37,EST,Yes,DWA,USGS,3.94,9330,Good,0,0.4,Clear,NONE
USGS,3171000,449,2013-04-02 11:53:00,EDT,Yes,DWA,USGS,3.29,6130,Fair,0,0.2,Clear,NONE
USGS,3171000,450,2013-05-30 12:48:30,EDT,Yes,DWA,USGS,2.93,4250,Good,-0.01,0.2,Clear,NONE
USGS,3171000,451,2013-07-30 11:22:30,EDT,Yes,DWA/MRE,USGS,4.08,8440,Good,-0.11,0.5,Clear,NONE
USGS,3171000,452,2013-10-24 11:42:30,EDT,Yes,DWA,USGS,2.53,2760,Fair,0,0.3,Clear,NONE
USGS,3171000,453,2013-12-03 11:27:00,EST,Yes,DWA,USGS,2.64,3090,Good,-0.07,0.2,Clear,NONE
USGS,3171000,454,2014-01-29 12:17:30,EST,Yes,DWA,USGS,3.72,7050,Good,-0.08,0.2,Clear,NONE
USGS,3171000,455,2014-04-02 11:05:30,EDT,Yes,DWA,USGS,2.91,4230,Fair,0.03,0.3,Clear,NONE
USGS,3171000,456,2014-06-09 12:41:00,EDT,Yes,DWA,USGS,2.43,2420,Fair,0.05,0.4,Clear,NONE
USGS,3171000,457,2014-07-31 10:21:00,EDT,Yes,DWA,USGS,2.05,1150,Fair,-0.01,0.2,Clear,NONE
USGS,3171000,458,2014-07-31 10:41:30,EDT,Yes,DWA,USGS,2.05,1140,Poor,-0.01,0.3,Clear,NONE
USGS,3171000,459,2014-07-31 11:06:00,EDT,Yes,DWA,USGS,2.05,1280,Poor,0,0.3,Clear,NONE
USGS,3171000,460,2014-10-02 11:17:02,EDT,Yes,DWA,USGS,2.08,1430,Fair,0,0.3,Clear,NONE
USGS,3171000,461,2014-12-04 11:24:18,EST,Yes,DWA,USGS,3.24,5680,Poor,-0.08,0.2,Clear,NONE
USGS,3171000,462,2015-02-09 11:18:16,EST,Yes,twc/dwa,USGS,2.34,2260,Poor,-0.07,0.5,Clear,NONE
USGS,3171000,463,2015-04-08 11:35:15,EDT,Yes,DWA,USGS,2.61,3260,Good,0,0.2,Clear,NONE
USGS,3171000,464,2015-04-21 13:09:40,EDT,Yes,TWC/DWA,USGS,8.04,23700,Good,-0.02,0.2,,NONE
USGS,3171000,465,2015-04-30 13:03:24,EDT,Yes,TWC/DWA,USGS,2.85,3940,Good,-0.01,0.2,Clear,NONE
USGS,3171000,466,2015-04-30 13:34:22,EDT,Yes,TWC/DWA,USGS,2.84,4030,Good,0,0.3,Clear,NONE
USGS,3171000,467,2015-06-03 10:56:30,EDT,Yes,DWA,USGS,2.89,3930,Good,-0.02,0.3,Clear,NONE
USGS,3171000,468,2015-07-30 11:24:57,EDT,Yes,DWA,USGS,2.42,2130,Fair,-0.01,0.4,VegetationLight,NONE
USGS,3171000,469,2015-09-29 14:39:23,EDT,Yes,DWA/TWC,USGS,7.29,20500,Good,0.06,0.2,Clear,NONE
USGS,3171000,470,2015-09-29 15:04:55,EDT,Yes,DWA/TWC,USGS,7.53,21700,Good,0.2,0.2,Clear,NONE
USGS,3171000,471,2015-10-05 14:07:00,EDT,Yes,MRE/DWA,USGS,4.3,10400,Good,-0.01,0.3,Clear,NONE
USGS,3171000,472,2015-12-09 13:53:19,EST,Yes,DWA,USGS,3.21,5250,Fair,0,0.3,Clear,NONE
USGS,3171000,473,2016-02-08 13:00:59,EST,Yes,TWC,USGS,3.61,7350,Good,-0.01,0.3,Unspecifed,NONE
USGS,3171000,474,2016-04-07 13:42:42,EDT,Yes,TWC,USGS,2.86,4090,Poor,-0.02,0.2,Clear,NONE
USGS,3171000,475,2016-05-23 14:37:53,EDT,Yes,DWA,USGS,3.06,4720,Good,0,0.3,Clear,NONE
USGS,3171000,476,2016-08-04 10:13:51,EDT,Yes,DWA/AML,USGS,4.09,8510,Good,-0.02,0.3,Clear,NONE
USGS,3171000,477,2016-08-09 18:18:03,EDT,Yes,TWC/AML,USGS,2.77,3390,Poor,0.01,0.3,Clear,NONE
USGS,3171000,478,2016-10-07 10:02:09,EDT,Yes,AML/DWA,USGS,2.11,1760,Fair,0.01,0.3,Clear,NONE
USGS,3171000,479,2016-12-08 9:23:54,EST,Yes,DWA/AML,USGS,3.13,5420,Fair,0,0.3,Clear,NONE
USGS,3171000,480,2017-02-09 14:28:10,EST,Yes,DWA/AML,USGS,2.16,1890,Good,0.01,0.2,Clear,NONE
USGS,3171000,481,2017-03-29 12:00:54,EDT,Yes,DSJ/TWC,USGS,2.23,1960,Poor,-0.02,0.5,Clear,NONE
USGS,3171000,482,2017-06-01 13:56:27,EDT,Yes,DWA,USGS,3.87,8060,Fair,0.03,0.2,Clear,NONE
USGS,3171000,483,2017-08-04 9:43:40,EDT,Yes,DWA/AML/ZTE,USGS,2.17,1630,Poor,0,0.3,VegetationLight,NONE
USGS,3171000,484,2017-10-02 15:53:00,EDT,Yes,DWA,USGS,1.99,1290,Poor,0,0.25,VegetationLight,NONE
USGS,3171000,485,2017-12-12 11:38:08,EST,Yes,TWC/AML,USGS,2.11,1540,Poor,-0.04,0.4,Clear,NONE
