agency_cd,site_no,datetime,tz_cd,Q_cfs,147680_00060_cd,stage_ft,147681_00065_cd
USGS,3171000,2021-06-24 0:00,EDT,3380,A,2.81,A
USGS,3171000,2021-06-24 0:15,EDT,3230,A,2.77,A
USGS,3171000,2021-06-24 0:30,EDT,3120,A,2.74,A
USGS,3171000,2021-06-24 0:45,EDT,2980,A,2.7,A
USGS,3171000,2021-06-24 1:00,EDT,2830,A,2.66,A
USGS,3171000,2021-06-24 1:15,EDT,2760,A,2.64,A
USGS,3171000,2021-06-24 1:30,EDT,2700,A,2.62,A
USGS,3171000,2021-06-24 1:45,EDT,2700,A,2.62,A
USGS,3171000,2021-06-24 2:00,EDT,2700,A,2.62,A
USGS,3171000,2021-06-24 2:15,EDT,2700,A,2.62,A
USGS,3171000,2021-06-24 2:30,EDT,2700,A,2.62,A
USGS,3171000,2021-06-24 2:45,EDT,2700,A,2.62,A
USGS,3171000,2021-06-24 3:00,EDT,2660,A,2.61,A
USGS,3171000,2021-06-24 3:15,EDT,2630,A,2.6,A
USGS,3171000,2021-06-24 3:30,EDT,2630,A,2.6,A
USGS,3171000,2021-06-24 3:45,EDT,2600,A,2.59,A
USGS,3171000,2021-06-24 4:00,EDT,2600,A,2.59,A
USGS,3171000,2021-06-24 4:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 4:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 4:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 5:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 5:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 5:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 5:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 6:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 6:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 6:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 6:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 7:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 7:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 7:30,EDT,2530,A,2.57,A
USGS,3171000,2021-06-24 7:45,EDT,2530,A,2.57,A
USGS,3171000,2021-06-24 8:00,EDT,2530,A,2.57,A
USGS,3171000,2021-06-24 8:15,EDT,2530,A,2.57,A
USGS,3171000,2021-06-24 8:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 8:45,EDT,2600,A,2.59,A
USGS,3171000,2021-06-24 9:00,EDT,2660,A,2.61,A
USGS,3171000,2021-06-24 9:15,EDT,2800,A,2.65,A
USGS,3171000,2021-06-24 9:30,EDT,2980,A,2.7,A
USGS,3171000,2021-06-24 9:45,EDT,3120,A,2.74,A
USGS,3171000,2021-06-24 10:00,EDT,3160,A,2.75,A
USGS,3171000,2021-06-24 10:15,EDT,3230,A,2.77,A
USGS,3171000,2021-06-24 10:30,EDT,3350,A,2.8,A
USGS,3171000,2021-06-24 10:45,EDT,3380,A,2.81,A
USGS,3171000,2021-06-24 11:00,EDT,3350,A,2.8,A
USGS,3171000,2021-06-24 11:15,EDT,3380,A,2.81,A
USGS,3171000,2021-06-24 11:30,EDT,3420,A,2.82,A
USGS,3171000,2021-06-24 11:45,EDT,3420,A,2.82,A
USGS,3171000,2021-06-24 12:00,EDT,3380,A,2.81,A
USGS,3171000,2021-06-24 12:15,EDT,3380,A,2.81,A
USGS,3171000,2021-06-24 12:30,EDT,3420,A,2.82,A
USGS,3171000,2021-06-24 12:45,EDT,3380,A,2.81,A
USGS,3171000,2021-06-24 13:00,EDT,3270,A,2.78,A
USGS,3171000,2021-06-24 13:15,EDT,3310,A,2.79,A
USGS,3171000,2021-06-24 13:30,EDT,3500,A,2.84,A
USGS,3171000,2021-06-24 13:45,EDT,3660,A,2.88,A
USGS,3171000,2021-06-24 14:00,EDT,3740,A,2.9,A
USGS,3171000,2021-06-24 14:15,EDT,3780,A,2.91,A
USGS,3171000,2021-06-24 14:30,EDT,3950,A,2.95,A
USGS,3171000,2021-06-24 14:45,EDT,4040,A,2.97,A
USGS,3171000,2021-06-24 15:00,EDT,3950,A,2.95,A
USGS,3171000,2021-06-24 15:15,EDT,3950,A,2.95,A
USGS,3171000,2021-06-24 15:30,EDT,4040,A,2.97,A
USGS,3171000,2021-06-24 15:45,EDT,4080,A,2.98,A
USGS,3171000,2021-06-24 16:00,EDT,3990,A,2.96,A
USGS,3171000,2021-06-24 16:15,EDT,4040,A,2.97,A
USGS,3171000,2021-06-24 16:30,EDT,4170,A,3,A
USGS,3171000,2021-06-24 16:45,EDT,4260,A,3.02,A
USGS,3171000,2021-06-24 17:00,EDT,4170,A,3,A
USGS,3171000,2021-06-24 17:15,EDT,4120,A,2.99,A
USGS,3171000,2021-06-24 17:30,EDT,4170,A,3,A
USGS,3171000,2021-06-24 17:45,EDT,4080,A,2.98,A
USGS,3171000,2021-06-24 18:00,EDT,3950,A,2.95,A
USGS,3171000,2021-06-24 18:15,EDT,3910,A,2.94,A
USGS,3171000,2021-06-24 18:30,EDT,3950,A,2.95,A
USGS,3171000,2021-06-24 18:45,EDT,3910,A,2.94,A
USGS,3171000,2021-06-24 19:00,EDT,3780,A,2.91,A
USGS,3171000,2021-06-24 19:15,EDT,3620,A,2.87,A
USGS,3171000,2021-06-24 19:30,EDT,3460,A,2.83,A
USGS,3171000,2021-06-24 19:45,EDT,3270,A,2.78,A
USGS,3171000,2021-06-24 20:00,EDT,3120,A,2.74,A
USGS,3171000,2021-06-24 20:15,EDT,2980,A,2.7,A
USGS,3171000,2021-06-24 20:30,EDT,2870,A,2.67,A
USGS,3171000,2021-06-24 20:45,EDT,2800,A,2.65,A
USGS,3171000,2021-06-24 21:00,EDT,2700,A,2.62,A
USGS,3171000,2021-06-24 21:15,EDT,2660,A,2.61,A
USGS,3171000,2021-06-24 21:30,EDT,2600,A,2.59,A
USGS,3171000,2021-06-24 21:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-24 22:00,EDT,2530,A,2.57,A
USGS,3171000,2021-06-24 22:15,EDT,2530,A,2.57,A
USGS,3171000,2021-06-24 22:30,EDT,2530,A,2.57,A
USGS,3171000,2021-06-24 22:45,EDT,2530,A,2.57,A
USGS,3171000,2021-06-24 23:00,EDT,2530,A,2.57,A
USGS,3171000,2021-06-24 23:15,EDT,2500,A,2.56,A
USGS,3171000,2021-06-24 23:30,EDT,2500,A,2.56,A
USGS,3171000,2021-06-24 23:45,EDT,2500,A,2.56,A
USGS,3171000,2021-06-25 0:00,EDT,2500,A,2.56,A
USGS,3171000,2021-06-25 0:15,EDT,2500,A,2.56,A
USGS,3171000,2021-06-25 0:30,EDT,2500,A,2.56,A
USGS,3171000,2021-06-25 0:45,EDT,2530,A,2.57,A
USGS,3171000,2021-06-25 1:00,EDT,2530,A,2.57,A
USGS,3171000,2021-06-25 1:15,EDT,2530,A,2.57,A
USGS,3171000,2021-06-25 1:30,EDT,2530,A,2.57,A
USGS,3171000,2021-06-25 1:45,EDT,2500,A,2.56,A
USGS,3171000,2021-06-25 2:00,EDT,2500,A,2.56,A
USGS,3171000,2021-06-25 2:15,EDT,2500,A,2.56,A
USGS,3171000,2021-06-25 2:30,EDT,2500,A,2.56,A
USGS,3171000,2021-06-25 2:45,EDT,2530,A,2.57,A
USGS,3171000,2021-06-25 3:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-25 3:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-25 3:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-25 3:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-25 4:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-25 4:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-25 4:30,EDT,2600,A,2.59,A
USGS,3171000,2021-06-25 4:45,EDT,2600,A,2.59,A
USGS,3171000,2021-06-25 5:00,EDT,2500,A,2.56,A
USGS,3171000,2021-06-25 5:15,EDT,2370,A,2.52,A
USGS,3171000,2021-06-25 5:30,EDT,2250,A,2.48,A
USGS,3171000,2021-06-25 5:45,EDT,2160,A,2.45,A
USGS,3171000,2021-06-25 6:00,EDT,2070,A,2.42,A
USGS,3171000,2021-06-25 6:15,EDT,1960,A,2.38,A
USGS,3171000,2021-06-25 6:30,EDT,1850,A,2.34,A
USGS,3171000,2021-06-25 6:45,EDT,1820,A,2.33,A
USGS,3171000,2021-06-25 7:00,EDT,1770,A,2.31,A
USGS,3171000,2021-06-25 7:15,EDT,1740,A,2.3,A
USGS,3171000,2021-06-25 7:30,EDT,1690,A,2.28,A
USGS,3171000,2021-06-25 7:45,EDT,1690,A,2.28,A
USGS,3171000,2021-06-25 8:00,EDT,1690,A,2.28,A
USGS,3171000,2021-06-25 8:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 8:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-25 8:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 9:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 9:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 9:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-25 9:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 10:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 10:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 10:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-25 10:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 11:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 11:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 11:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-25 11:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 12:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 12:15,EDT,1640,A,2.26,A
USGS,3171000,2021-06-25 12:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-25 12:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 13:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 13:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-25 13:30,EDT,1690,A,2.28,A
USGS,3171000,2021-06-25 13:45,EDT,1740,A,2.3,A
USGS,3171000,2021-06-25 14:00,EDT,1850,A,2.34,A
USGS,3171000,2021-06-25 14:15,EDT,1960,A,2.38,A
USGS,3171000,2021-06-25 14:30,EDT,2100,A,2.43,A
USGS,3171000,2021-06-25 14:45,EDT,2220,A,2.47,A
USGS,3171000,2021-06-25 15:00,EDT,2310,A,2.5,A
USGS,3171000,2021-06-25 15:15,EDT,2470,A,2.55,A
USGS,3171000,2021-06-25 15:30,EDT,2630,A,2.6,A
USGS,3171000,2021-06-25 15:45,EDT,2730,A,2.63,A
USGS,3171000,2021-06-25 16:00,EDT,2830,A,2.66,A
USGS,3171000,2021-06-25 16:15,EDT,2900,A,2.68,A
USGS,3171000,2021-06-25 16:30,EDT,3120,A,2.74,A
USGS,3171000,2021-06-25 16:45,EDT,3310,A,2.79,A
USGS,3171000,2021-06-25 17:00,EDT,3420,A,2.82,A
USGS,3171000,2021-06-25 17:15,EDT,3540,A,2.85,A
USGS,3171000,2021-06-25 17:30,EDT,3700,A,2.89,A
USGS,3171000,2021-06-25 17:45,EDT,3830,A,2.92,A
USGS,3171000,2021-06-25 18:00,EDT,3830,A,2.92,A
USGS,3171000,2021-06-25 18:15,EDT,3830,A,2.92,A
USGS,3171000,2021-06-25 18:30,EDT,3910,A,2.94,A
USGS,3171000,2021-06-25 18:45,EDT,3910,A,2.94,A
USGS,3171000,2021-06-25 19:00,EDT,3780,A,2.91,A
USGS,3171000,2021-06-25 19:15,EDT,3780,A,2.91,A
USGS,3171000,2021-06-25 19:30,EDT,3910,A,2.94,A
USGS,3171000,2021-06-25 19:45,EDT,3910,A,2.94,A
USGS,3171000,2021-06-25 20:00,EDT,3870,A,2.93,A
USGS,3171000,2021-06-25 20:15,EDT,3910,A,2.94,A
USGS,3171000,2021-06-25 20:30,EDT,3990,A,2.96,A
USGS,3171000,2021-06-25 20:45,EDT,3990,A,2.96,A
USGS,3171000,2021-06-25 21:00,EDT,3910,A,2.94,A
USGS,3171000,2021-06-25 21:15,EDT,3910,A,2.94,A
USGS,3171000,2021-06-25 21:30,EDT,3990,A,2.96,A
USGS,3171000,2021-06-25 21:45,EDT,3990,A,2.96,A
USGS,3171000,2021-06-25 22:00,EDT,3910,A,2.94,A
USGS,3171000,2021-06-25 22:15,EDT,3910,A,2.94,A
USGS,3171000,2021-06-25 22:30,EDT,4040,A,2.97,A
USGS,3171000,2021-06-25 22:45,EDT,4080,A,2.98,A
USGS,3171000,2021-06-25 23:00,EDT,3990,A,2.96,A
USGS,3171000,2021-06-25 23:15,EDT,3990,A,2.96,A
USGS,3171000,2021-06-25 23:30,EDT,4080,A,2.98,A
USGS,3171000,2021-06-25 23:45,EDT,4040,A,2.97,A
USGS,3171000,2021-06-26 0:00,EDT,3950,A,2.95,A
USGS,3171000,2021-06-26 0:15,EDT,3990,A,2.96,A
USGS,3171000,2021-06-26 0:30,EDT,4120,A,2.99,A
USGS,3171000,2021-06-26 0:45,EDT,4170,A,3,A
USGS,3171000,2021-06-26 1:00,EDT,4080,A,2.98,A
USGS,3171000,2021-06-26 1:15,EDT,4080,A,2.98,A
USGS,3171000,2021-06-26 1:30,EDT,4120,A,2.99,A
USGS,3171000,2021-06-26 1:45,EDT,4120,A,2.99,A
USGS,3171000,2021-06-26 2:00,EDT,3990,A,2.96,A
USGS,3171000,2021-06-26 2:15,EDT,3990,A,2.96,A
USGS,3171000,2021-06-26 2:30,EDT,4040,A,2.97,A
USGS,3171000,2021-06-26 2:45,EDT,3950,A,2.95,A
USGS,3171000,2021-06-26 3:00,EDT,3830,A,2.92,A
USGS,3171000,2021-06-26 3:15,EDT,3620,A,2.87,A
USGS,3171000,2021-06-26 3:30,EDT,3460,A,2.83,A
USGS,3171000,2021-06-26 3:45,EDT,3270,A,2.78,A
USGS,3171000,2021-06-26 4:00,EDT,3120,A,2.74,A
USGS,3171000,2021-06-26 4:15,EDT,3010,A,2.71,A
USGS,3171000,2021-06-26 4:30,EDT,2980,A,2.7,A
USGS,3171000,2021-06-26 4:45,EDT,2870,A,2.67,A
USGS,3171000,2021-06-26 5:00,EDT,2700,A,2.62,A
USGS,3171000,2021-06-26 5:15,EDT,2530,A,2.57,A
USGS,3171000,2021-06-26 5:30,EDT,2340,A,2.51,A
USGS,3171000,2021-06-26 5:45,EDT,2220,A,2.47,A
USGS,3171000,2021-06-26 6:00,EDT,2100,A,2.43,A
USGS,3171000,2021-06-26 6:15,EDT,1990,A,2.39,A
USGS,3171000,2021-06-26 6:30,EDT,1880,A,2.35,A
USGS,3171000,2021-06-26 6:45,EDT,1820,A,2.33,A
USGS,3171000,2021-06-26 7:00,EDT,1800,A,2.32,A
USGS,3171000,2021-06-26 7:15,EDT,1740,A,2.3,A
USGS,3171000,2021-06-26 7:30,EDT,1690,A,2.28,A
USGS,3171000,2021-06-26 7:45,EDT,1690,A,2.28,A
USGS,3171000,2021-06-26 8:00,EDT,1690,A,2.28,A
USGS,3171000,2021-06-26 8:15,EDT,1690,A,2.28,A
USGS,3171000,2021-06-26 8:30,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 8:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 9:00,EDT,1690,A,2.28,A
USGS,3171000,2021-06-26 9:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 9:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-26 9:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 10:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 10:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 10:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-26 10:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 11:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 11:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 11:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-26 11:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 12:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 12:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 12:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-26 12:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 13:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 13:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-26 13:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-26 13:45,EDT,1640,A,2.26,A
USGS,3171000,2021-06-26 14:00,EDT,1720,A,2.29,A
USGS,3171000,2021-06-26 14:15,EDT,1850,A,2.34,A
USGS,3171000,2021-06-26 14:30,EDT,1990,A,2.39,A
USGS,3171000,2021-06-26 14:45,EDT,2130,A,2.44,A
USGS,3171000,2021-06-26 15:00,EDT,2280,A,2.49,A
USGS,3171000,2021-06-26 15:15,EDT,2400,A,2.53,A
USGS,3171000,2021-06-26 15:30,EDT,2530,A,2.57,A
USGS,3171000,2021-06-26 15:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-26 16:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-26 16:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-26 16:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-26 16:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-26 17:00,EDT,2600,A,2.59,A
USGS,3171000,2021-06-26 17:15,EDT,2600,A,2.59,A
USGS,3171000,2021-06-26 17:30,EDT,2600,A,2.59,A
USGS,3171000,2021-06-26 17:45,EDT,2600,A,2.59,A
USGS,3171000,2021-06-26 18:00,EDT,2600,A,2.59,A
USGS,3171000,2021-06-26 18:15,EDT,2600,A,2.59,A
USGS,3171000,2021-06-26 18:30,EDT,2630,A,2.6,A
USGS,3171000,2021-06-26 18:45,EDT,2660,A,2.61,A
USGS,3171000,2021-06-26 19:00,EDT,2660,A,2.61,A
USGS,3171000,2021-06-26 19:15,EDT,2660,A,2.61,A
USGS,3171000,2021-06-26 19:30,EDT,2630,A,2.6,A
USGS,3171000,2021-06-26 19:45,EDT,2630,A,2.6,A
USGS,3171000,2021-06-26 20:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-26 20:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-26 20:30,EDT,2530,A,2.57,A
USGS,3171000,2021-06-26 20:45,EDT,2530,A,2.57,A
USGS,3171000,2021-06-26 21:00,EDT,2530,A,2.57,A
USGS,3171000,2021-06-26 21:15,EDT,2600,A,2.59,A
USGS,3171000,2021-06-26 21:30,EDT,2700,A,2.62,A
USGS,3171000,2021-06-26 21:45,EDT,2830,A,2.66,A
USGS,3171000,2021-06-26 22:00,EDT,2900,A,2.68,A
USGS,3171000,2021-06-26 22:15,EDT,3010,A,2.71,A
USGS,3171000,2021-06-26 22:30,EDT,3120,A,2.74,A
USGS,3171000,2021-06-26 22:45,EDT,3160,A,2.75,A
USGS,3171000,2021-06-26 23:00,EDT,3120,A,2.74,A
USGS,3171000,2021-06-26 23:15,EDT,3160,A,2.75,A
USGS,3171000,2021-06-26 23:30,EDT,3160,A,2.75,A
USGS,3171000,2021-06-26 23:45,EDT,3160,A,2.75,A
USGS,3171000,2021-06-27 0:00,EDT,3120,A,2.74,A
USGS,3171000,2021-06-27 0:15,EDT,3010,A,2.71,A
USGS,3171000,2021-06-27 0:30,EDT,2900,A,2.68,A
USGS,3171000,2021-06-27 0:45,EDT,2830,A,2.66,A
USGS,3171000,2021-06-27 1:00,EDT,2730,A,2.63,A
USGS,3171000,2021-06-27 1:15,EDT,2700,A,2.62,A
USGS,3171000,2021-06-27 1:30,EDT,2630,A,2.6,A
USGS,3171000,2021-06-27 1:45,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 2:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 2:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 2:30,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 2:45,EDT,2630,A,2.6,A
USGS,3171000,2021-06-27 3:00,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 3:15,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 3:30,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 3:45,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 4:00,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 4:15,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 4:30,EDT,2630,A,2.6,A
USGS,3171000,2021-06-27 4:45,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 5:00,EDT,2500,A,2.56,A
USGS,3171000,2021-06-27 5:15,EDT,2340,A,2.51,A
USGS,3171000,2021-06-27 5:30,EDT,2190,A,2.46,A
USGS,3171000,2021-06-27 5:45,EDT,2100,A,2.43,A
USGS,3171000,2021-06-27 6:00,EDT,2010,A,2.4,A
USGS,3171000,2021-06-27 6:15,EDT,1930,A,2.37,A
USGS,3171000,2021-06-27 6:30,EDT,1850,A,2.34,A
USGS,3171000,2021-06-27 6:45,EDT,1800,A,2.32,A
USGS,3171000,2021-06-27 7:00,EDT,1770,A,2.31,A
USGS,3171000,2021-06-27 7:15,EDT,1720,A,2.29,A
USGS,3171000,2021-06-27 7:30,EDT,1690,A,2.28,A
USGS,3171000,2021-06-27 7:45,EDT,1690,A,2.28,A
USGS,3171000,2021-06-27 8:00,EDT,1690,A,2.28,A
USGS,3171000,2021-06-27 8:15,EDT,1670,A,2.27,A
USGS,3171000,2021-06-27 8:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 8:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-27 9:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-27 9:15,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 9:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 9:45,EDT,1670,A,2.27,A
USGS,3171000,2021-06-27 10:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-27 10:15,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 10:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 10:45,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 11:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-27 11:15,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 11:30,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 11:45,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 12:00,EDT,1670,A,2.27,A
USGS,3171000,2021-06-27 12:15,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 12:30,EDT,1620,A,2.25,A
USGS,3171000,2021-06-27 12:45,EDT,1640,A,2.26,A
USGS,3171000,2021-06-27 13:00,EDT,1720,A,2.29,A
USGS,3171000,2021-06-27 13:15,EDT,1850,A,2.34,A
USGS,3171000,2021-06-27 13:30,EDT,2010,A,2.4,A
USGS,3171000,2021-06-27 13:45,EDT,2190,A,2.46,A
USGS,3171000,2021-06-27 14:00,EDT,2340,A,2.51,A
USGS,3171000,2021-06-27 14:15,EDT,2470,A,2.55,A
USGS,3171000,2021-06-27 14:30,EDT,2530,A,2.57,A
USGS,3171000,2021-06-27 14:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 15:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 15:15,EDT,2660,A,2.61,A
USGS,3171000,2021-06-27 15:30,EDT,2730,A,2.63,A
USGS,3171000,2021-06-27 15:45,EDT,2660,A,2.61,A
USGS,3171000,2021-06-27 16:00,EDT,2630,A,2.6,A
USGS,3171000,2021-06-27 16:15,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 16:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 16:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 17:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 17:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 17:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 17:45,EDT,2630,A,2.6,A
USGS,3171000,2021-06-27 18:00,EDT,2700,A,2.62,A
USGS,3171000,2021-06-27 18:15,EDT,2730,A,2.63,A
USGS,3171000,2021-06-27 18:30,EDT,2730,A,2.63,A
USGS,3171000,2021-06-27 18:45,EDT,2730,A,2.63,A
USGS,3171000,2021-06-27 19:00,EDT,2730,A,2.63,A
USGS,3171000,2021-06-27 19:15,EDT,2730,A,2.63,A
USGS,3171000,2021-06-27 19:30,EDT,2700,A,2.62,A
USGS,3171000,2021-06-27 19:45,EDT,2700,A,2.62,A
USGS,3171000,2021-06-27 20:00,EDT,2660,A,2.61,A
USGS,3171000,2021-06-27 20:15,EDT,2660,A,2.61,A
USGS,3171000,2021-06-27 20:30,EDT,2630,A,2.6,A
USGS,3171000,2021-06-27 20:45,EDT,2600,A,2.59,A
USGS,3171000,2021-06-27 21:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 21:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 21:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 21:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 22:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-27 22:15,EDT,2630,A,2.6,A
USGS,3171000,2021-06-27 22:30,EDT,2660,A,2.61,A
USGS,3171000,2021-06-27 22:45,EDT,2700,A,2.62,A
USGS,3171000,2021-06-27 23:00,EDT,2700,A,2.62,A
USGS,3171000,2021-06-27 23:15,EDT,2700,A,2.62,A
USGS,3171000,2021-06-27 23:30,EDT,2660,A,2.61,A
USGS,3171000,2021-06-27 23:45,EDT,2630,A,2.6,A
USGS,3171000,2021-06-28 0:00,EDT,2600,A,2.59,A
USGS,3171000,2021-06-28 0:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 0:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 0:45,EDT,2530,A,2.57,A
USGS,3171000,2021-06-28 1:00,EDT,2530,A,2.57,A
USGS,3171000,2021-06-28 1:15,EDT,2530,A,2.57,A
USGS,3171000,2021-06-28 1:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 1:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 2:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 2:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 2:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 2:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 3:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 3:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 3:30,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 3:45,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 4:00,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 4:15,EDT,2560,A,2.58,A
USGS,3171000,2021-06-28 4:30,EDT,2600,A,2.59,A
USGS,3171000,2021-06-28 4:45,EDT,2600,A,2.59,A
USGS,3171000,2021-06-28 5:00,EDT,2600,A,2.59,A
USGS,3171000,2021-06-28 5:15,EDT,2630,A,2.6,A
USGS,3171000,2021-06-28 5:30,EDT,2630,A,2.6,A
USGS,3171000,2021-06-28 5:45,EDT,2630,A,2.6,A
USGS,3171000,2021-06-28 6:00,EDT,2660,A,2.61,A
USGS,3171000,2021-06-28 6:15,EDT,2700,A,2.62,A
